0,,,,,,,,
2008,,"Q4",,"Total
1",,"6,158.6",,
2008,,"Q4",,"Currency
and
deposits
2",,800.7,,
2008,,"Q4",,"Loans
3",,478.6,,
2008,,"Q4",,"Securities
other than
shares
4",,"2,292.9",,
2008,,"Q4",,"Shares and
other equity
5",,819.1,,
2008,,"Q4",,"Investment
fund shares
6",,"1,088.2",,
2008,,"Q4",,"Money market
fund shares
7",,93.9,,
2008,,"Q4",,"Prepayments of
insurance
premiums and
reserves for
outstanding
claims
8",,245.7,,
2008,,"Q4",,"Other
accounts
assets
receivable/
payable and
financial
derivatives
9",,184.8,,
2008,,"Q4",,"Non-financial
assets
10",,154.5,,
2009,,"Q1",,"Total
1",,"6,188.0",,
2009,,"Q1",,"Currency
and
deposits
2",,797.2,,
2009,,"Q1",,"Loans
3",,493.7,,
2009,,"Q1",,"Securities
other than
shares
4",,"2,361.0",,
2009,,"Q1",,"Shares and
other equity
5",,785.6,,
2009,,"Q1",,"Investment
fund shares
6",,"1,071.9",,
2009,,"Q1",,"Money market
fund shares
7",,101.6,,
2009,,"Q1",,"Prepayments of
insurance
premiums and
reserves for
outstanding
claims
8",,244.1,,
2009,,"Q1",,"Other
accounts
assets
receivable/
payable and
financial
derivatives
9",,176.2,,
2009,,"Q1",,"Non-financial
assets
10",,156.7,,
2009,,"Q2",,"Total
1",,"6,329.9",,
2009,,"Q2",,"Currency
and
deposits
2",,782.8,,
2009,,"Q2",,"Loans
3",,487.7,,
2009,,"Q2",,"Securities
other than
shares
4",,"2,384.4",,
2009,,"Q2",,"Shares and
other equity
5",,818.9,,
2009,,"Q2",,"Investment
fund shares
6",,"1,200.3",,
2009,,"Q2",,"Money market
fund shares
7",,89.7,,
2009,,"Q2",,"Prepayments of
insurance
premiums and
reserves for
outstanding
claims
8",,248.6,,
2009,,"Q2",,"Other
accounts
assets
receivable/
payable and
financial
derivatives
9",,162.1,,
2009,,"Q2",,"Non-financial
assets
10",,155.3,,
2009,,"Q3",,"Total
1",,"6,517.3",,
2009,,"Q3",,"Currency
and
deposits
2",,784.2,,
2009,,"Q3",,"Loans
3",,483.4,,
2009,,"Q3",,"Securities
other than
shares
4",,"2,424.9",,
2009,,"Q3",,"Shares and
other equity
5",,792.4,,
2009,,"Q3",,"Investment
fund shares
6",,"1,377.3",,
2009,,"Q3",,"Money market
fund shares
7",,86.0,,
2009,,"Q3",,"Prepayments of
insurance
premiums and
reserves for
outstanding
claims
8",,252.0,,
2009,,"Q3",,"Other
accounts
assets
receivable/
payable and
financial
derivatives
9",,163.2,,
2009,,"Q3",,"Non-financial
assets
10",,153.8,,
2009,,"Q4",,"Total
1",,"6,642.1",,
2009,,"Q4",,"Currency
and
deposits
2",,786.9,,
2009,,"Q4",,"Loans
3",,477.9,,
2009,,"Q4",,"Securities
other than
shares
4",,"2,462.8",,
2009,,"Q4",,"Shares and
other equity
5",,804.3,,
2009,,"Q4",,"Investment
fund shares
6",,"1,456.7",,
2009,,"Q4",,"Money market
fund shares
7",,86.4,,
2009,,"Q4",,"Prepayments of
insurance
premiums and
reserves for
outstanding
claims
8",,256.2,,
2009,,"Q4",,"Other
accounts
assets
receivable/
payable and
financial
derivatives
9",,158.1,,
2009,,"Q4",,"Non-financial
assets
10",,152.8,,
2010,,"Q1",,"Total
1",,"6,864.3",,
2010,,"Q1",,"Currency
and
deposits
2",,784.5,,
2010,,"Q1",,"Loans
3",,486.3,,
2010,,"Q1",,"Securities
other than
shares
4",,"2,575.8",,
