"0",,,,,
"Funder","NIH Public Access Requirement (Sec. 
218) ",,"Delay Period",,"up to 12 mo "
"Funder","NIH Public Access Requirement (Sec. 
218)",,"Funding",,"allowable cost for grants"
"Funder","Howard Hughes Medical Institute ",,"Delay Period",,"up to 6 mo "
"Funder","Howard Hughes Medical Institute ",,"Funding",,"dedicated fund"
"Funder","European Research Council ",,"Delay Period",,"up to 6 mo "
"Funder","European Research Council ",,"Funding",,"allowable cost for grants"
"Funder","UK Medical Research Council ",,"Delay Period",,"up to 6 mo "
"Funder","UK Medical Research Council ",,"Funding",,"allowable cost for grants"
"Funder","Wellcome Trust ",,"Delay Period",,"up to 6 mo "
"Funder","Wellcome Trust ",,"Funding",,"dedicated fund"
